标题,帖子数,日期,情感
券商迎来大利好，光大起爆就在眼前！,20830,18,2016-04-11 16:42:10,0.6652635285857843
光大具备未来5倍牛股的潜力！,27979,44,2015-12-01 10:24:08,0.9464341204013174
晕计算～～熔断成新常态？,33389,59,2016-01-04 19:00:44,0.41351601411606764
晕计算--不看空.不看多.安心办年货.,38201,59,2016-02-03 16:15:11,0.059741626384792634
支持光大证券2月26日1O送2O股派5元,12468,16,2016-02-17 19:46:31,0.013816153246745344
晕计算---第六次破发的价位,42526,90,2016-02-25 13:18:22,0.29969695671370133
晕计算～～刘主席讲话浅析,20458,52,2016-03-12 18:32:19,0.49966309861936564
601788:光大证券关于获准设立57家分支机构的公,45726,27,2016-05-06 19:57:28,0.11709074319195067
晕计算～～2016之猜想,76538,131,2016-01-17 22:02:06,0.8019799359605725
深港通终于批准开通了！,10638,8,2016-08-16 16:45:30,0.09522478530577161
601788:光大证券关于部分行使超额配售权、稳定,24841,5,2016-09-12 08:16:57,0.4372566444931021
601788:光大证券关于签订战略合作框架协议的公,26509,10,2016-08-24 19:25:13,0.2921034988204877
光大证券8月净利润1.95亿元人民币,9026,2,2016-09-22 21:44:06,0.15537415812918176
债权转股权;特大利空,9390,10,2016-04-07 01:08:30,0.32571309155227157
和银行股估值及港股价对比 券商股总体还有25%-3,41936,48,2016-04-08 08:30:14,0.3618253449858394
不会有15因为已经构成双底,11159,13,2016-09-08 22:24:55,0.2427622518299215
谁能告诉我劵商股为什么一直在跌？,9696,8,2016-09-13 09:26:22,0.30728991775283665
稀缺的凤毛麟角敢买就赚钱A股历史最后一次！,75457,112,2016-05-12 14:08:37,0.24941137322763474
美国银行耗资376万港币增持光大证券,21582,6,2016-09-09 15:04:20,0.7890434311572361
光大证券8月净利润1.95亿元人民币,11441,3,2016-09-06 20:58:09,0.15537415812918176
又到了启动点了,8045,18,2016-09-05 07:46:41,0.23917525943021123
今天接禁，80几个亿而已，大股东没想着卖出，小,12891,29,2016-09-01 10:43:08,0.3726171360107574
光大证券(601788)大宗交易数据一览(09-01),15991,22,2016-09-01 18:22:53,0.13920072450003818
光大证券开市前有一宗大手成交  涉资2.67亿元,15750,5,2016-09-02 15:35:51,0.5439180124710917
我不知道你们在担心什么,10835,14,2016-09-01 14:01:25,0.44811711635714846
光大证券今日超大单流出排名第16名(09-01),7603,4,2016-09-01 16:07:25,0.11901072201239793
这样开放股指期货那还了得？,4421,12,2016-09-01 15:13:15,0.07008664085710514
光大没用,9078,11,2016-08-29 11:37:22,0.2921042406616424
光大证券虽然港股股价低，也是先知先觉。,14872,20,2016-08-27 21:25:38,0.7238007190588818
光大证券半年报业绩同比下降69%,20521,5,2016-08-29 21:34:43,0.576771067964681
大盘诱多，减仓观望,17344,19,2016-04-05 13:57:35,0.9394710482850814
贺电：祝光大证券在港成功上市。这是光大证券配,10194,22,2016-08-18 18:12:37,0.3686450232317595
光大证券H股今挂牌 唐双宁：“乌龙指”点出“金,12842,9,2016-08-18 10:10:42,0.676703460561159
贺电！持股的小散弟兄们苦尽甘来全线涨停！,12635,46,2016-08-16 20:13:52,0.020311423898777048
光大证券H股上市在即 或难避免破发覆辙,39024,4,2016-08-17 11:34:06,0.004510332441455267
光大证券明日19.58蓄势，本周攻击21.01/22.93,10173,30,2016-08-15 16:03:26,0.6812583660174328
光大证券(601788)融资融券信息(08-15),3662,4,2016-08-16 07:44:30,0.6737175687896524
光大证券的股价研判,13573,25,2016-08-10 06:59:05,0.5480592866646837
光大证券：H股8月18日在港挂牌 最终发行价12.68,23544,6,2016-08-12 20:08:00,0.02720940962477547
601788:光大证券关于境外上市外资股(H股)公开发,33767,12,2016-08-12 19:15:16,0.003488680685335366
发人深省光大证券 如此好的股票为什么不涨！ 为,14604,22,2016-08-06 18:32:47,0.9691675267181846
光大证券(601788)融资融券信息(08-09),3653,4,2016-08-10 07:42:47,0.6737175687896524
评级重回AA，H股上市在即,41376,13,2016-07-27 09:13:34,0.04617566834855791
光大证券6.8亿股H股今日起发售,15062,13,2016-08-08 08:50:43,0.32349187203791097
601788:光大证券关于刊发H股发行更新聆讯后资料,22703,11,2016-08-07 15:20:02,0.03740232696964085
A股下一步方向究竟是向上拉升还是新一轮调整,35246,144,2016-04-28 11:34:54,0.9767401823578195
601788:光大证券2016年6月当期财务数据简报,34591,15,2016-07-11 18:28:05,0.14353636815760917
光大证券7月份净利环比降45.41%,11674,7,2016-08-04 23:39:57,0.47329177888637974
601788:光大证券2016年7月当期财务数据简报,30488,6,2016-08-04 18:19:00,0.17771822010189475
光大证券(601788)融资融券信息(08-03),5142,4,2016-08-04 07:43:13,0.6737175687896524
光大证券港股发行才11块多到13之间,是不是意味,7634,6,2016-08-03 23:46:30,0.02315556147414788
601788:光大证券第四届董事会第二十一次会议决,22272,6,2016-08-01 18:36:13,0.0203219617873428
601788:光大证券关于刊发H股发行聆讯后资料集的,24167,6,2016-07-31 16:39:02,0.13934617083986656
光大证券(601788)融资融券信息(07-29),6922,4,2016-07-30 07:41:36,0.6737175687896524
601788:光大证券关于香港联交所审议公司境外发,36751,7,2016-07-29 20:33:26,0.48102483881395963
今日光大证券将带领券商发动攻势,17205,45,2016-07-26 01:35:08,0.7684368218040052
光大证券(601788)大宗交易数据一览(07-27),12334,12,2016-07-27 18:15:17,0.13920072450003818
光大集团与光大证券同日各完成一笔海外收购,19702,15,2016-05-26 02:43:04,0.891183408243921
我的技术指标没错，涨停版是逃不过技术玄机的！,6476,6,2016-07-27 18:42:17,0.9362409943975549
光大证券母公司6月净利润环比增长1.6倍,21056,2,2016-07-11 21:16:12,0.3994917283910706
光大证券6月份净赚5.4亿元,20423,1,2016-07-12 04:45:45,0.27086318864314096
光大证券赴港上市获批,23574,15,2016-07-13 20:22:59,0.8622031302604912
券商业绩大战光大证券当属第一！,22705,20,2016-07-10 20:22:33,0.5199493809243424
和股东简要交流光大证券的目标价技术分析,23646,42,2016-07-17 16:59:34,0.9854032756608858
601788:光大证券关于举行集体接待日的公告,24461,9,2016-07-19 16:56:24,0.6209548284073139
601788:光大证券关于发行境外上市外资股获得中,37458,20,2016-07-13 19:13:04,0.07472268252379244
光大证券“迎冷风”H股分拆上市 关键期遭强制执,24028,5,2016-07-18 11:08:36,0.6694114544227653
光大证券(601788)大宗交易数据一览(06-03),32292,7,2016-06-03 18:32:33,0.13920072450003818
光大证券(601788)大宗交易数据一览(04-12),23908,6,2016-04-12 18:17:46,0.13920072450003818
光大证券内幕交易赔偿案 开始强制执行,23007,7,2016-07-13 07:33:06,0.4344913031316011
旗帜股 光大证券,15408,27,2016-06-18 20:15:46,0.4025252483609172
601788:光大证券2016年5月当期财务数据简报,45034,17,2016-06-06 19:14:15,0.1820794512366818
光大证券披露去年58.5亿救市 证金救市账本浮出,445503,1137,2016-02-28 11:00:33,0.9883932561278562
整整一年了，哥也要回归了，不知道当初的老朋友,8874,20,2016-06-23 18:41:36,0.9891434190842342
变盘节点提示,11661,15,2016-06-10 16:01:22,0.38203252318785086
601788:光大证券关联交易公告,29862,9,2016-06-15 18:20:47,0.15268805224603932
谣言粉碎机：梧桐树入市资金来源的各类猜测有多,40798,32,2016-04-05 21:21:34,0.9988632373586938
请大家看看直接上图。全线套牢是要割肉还是继续,42412,45,2016-03-16 11:38:18,0.294277132119551
光大证券与网易开展战略合作,14740,7,2016-05-31 03:30:24,0.7207140243760228
凤凰涅磐，期待国际化战略实施,28825,10,2016-05-30 13:40:02,0.98936454828932
光大证券现金分红公告误导股民设骗局。,13730,25,2016-05-18 12:50:25,0.05198704379516972
“国家队”梧桐树系持股大曝光：进入23家公司十,14184,13,2016-05-03 07:13:43,0.1742693508289369
601788:光大证券2015年度利润分配实施公告,77984,32,2016-05-10 20:14:10,0.0962522684734396
光大证劵下周二1O送6逢低买入。,12650,27,2016-05-13 14:43:23,0.42174705760359854
Q1或为全年低点 未来业绩有望回归正常,19550,19,2016-04-28 13:25:04,0.9913805079955563
梧桐树引关注：去年4季度布局A股 投资还是救市,86370,142,2016-04-04 03:59:37,0.9163245470755009
今天三点收盤，兩市合計成交量只有三千億，光頭,9569,8,2016-01-25 13:53:00,0.003992685734462653
光大证券在券商板块中走势偏弱，股性不是很活跃,8088,76,2016-05-06 11:44:22,0.5718846624426158
601788:光大证券2016年4月当期财务数据简报,37097,7,2016-05-06 18:51:40,0.15461956428604762
76元甚至200元是公司能力和市场份额所决定。光,13490,20,2016-02-28 06:38:58,0.1807123563887022
梧桐树现身光大证券第十大股东 外汇局概念股增,43820,39,2016-04-06 01:59:43,0.6960942238779675
光大是龙头,14146,16,2016-04-03 15:59:23,0.2505978542578735
抛！机构拉升诱多不是解放军,对倒放量是笑着数,12130,22,2015-11-11 14:44:37,0.30395695723223015
2016年一季报点评：业绩表现低于行业，但估值具,39514,9,2016-05-03 18:09:25,0.6020116594889924
梧桐树系持股曝光：进入23公司十大流通股东 市,177786,52,2016-05-02 21:44:03,0.0924229168069246
用梧桐概念引诱散户入场被套‘光大烂透了，垃圾,19460,28,2016-04-01 13:09:14,0.06052156644590301
中国债务违约“魔盒”正开启 老面孔爆新雷隐忧,12443,42,2016-04-28 15:23:49,0.5342397477176135
美联储4月会议维持利率不变 6月加息仍存可能性,9232,17,2016-04-30 05:59:37,0.03379053947798716
601788:光大证券关于光大富尊投资有限公司完成,51148,13,2016-04-07 17:28:52,0.609405980111274
实体经济强势回暖 长期增速拐点来临,8061,16,2016-04-17 14:28:07,0.9856042451307898
601788:光大证券2016年3月当期财务数据简报,62443,29,2016-04-11 21:52:30,0.14362576513757686
沪指创股灾以来最大月涨幅 外汇局概念股悄然启,1646772,895,2016-03-31 14:59:38,0.7437759055525132
上交会聚焦“智慧城市” 概念股享万亿市场蛋糕,30458,6,2016-04-14 08:26:33,0.9766503648824066
上交会聚焦“智慧城市” 概念股望享万亿市场蛋,42901,7,2016-04-13 16:23:33,0.9424201072335803
谁是梧桐树投资的金凤凰？,23261,6,2016-04-11 16:56:33,0.6446421468105983
