标题,帖子数,日期,情感
寒随一夜去，春逐五更来。今天17时46分立春，24,27300,125,2016-02-04 09:13:13,0.9864166836040013
该股目前在底部震荡区域之中，交建,21226,53,2016-02-21 09:48:20,0.10335814678638922
交建，此类权重蓝筹一般跟随大盘走势一一操作,65811,321,2016-01-06 00:56:44,0.9519164380964245
先破后立大盘近期将再迎强力反弹~！！,31040,389,2016-01-21 20:35:08,0.06208265286154724
交建：今日换手率明显放大，后市关注能否向上突,31021,67,2016-01-20 23:04:46,0.9700921206357382
大盘离底部还有多远,10690,6,2016-01-28 17:39:28,0.2525488599114001
中国交建，！短线做好准备了 ！,19080,93,2016-01-20 11:43:03,0.8321611846780745
中国交建今日超大单流入排名第2名(01-20),22120,9,2016-01-20 16:23:32,0.7108155993768687
【讨论】中国交建持续大涨的原因是？,49095,18,2016-01-20 11:15:10,0.7814553386154631
明天大盘冲高回落,16755,10,2016-01-19 18:30:25,0.2369543683143399
周一怎么走大盘,26358,35,2016-01-15 15:34:57,0.6254143821883487
中国交建大股东增持30万股 完成计划,20487,15,2016-01-13 18:11:38,0.1740207670415469
下周一大盘关键时间到了,10456,10,2016-01-15 15:30:55,0.7356913550611582
怎么把我发的都删了，请问东方财富作何解释,21608,40,2016-01-14 13:07:07,0.009818077925808022
中字头个股异动 中国交建等涨逾5%,14465,9,2016-01-11 10:30:26,0.3625751097821054
再见了我的亲人朋友,14538,20,2016-01-07 19:32:01,0.9000276375589962
关注21月线的支撑,14496,20,2016-01-04 18:11:18,0.6578822815532469
中交建底价45亿获重庆北部新区三宗地块 面积777,15563,9,2015-12-31 13:16:50,0.9678950646552477
逢低拿点交建,32336,26,2015-12-11 13:57:10,0.48789550839417994
中国交建(601800)融资融券信息(12-28),7716,4,2015-12-29 07:40:17,0.8823755923720058
明天大盘注意高抛低吸,9326,8,2015-12-29 19:02:32,0.3198446377702987
中国交建：老牌龙头股调整充分利好刺激之下会起,14714,33,2015-12-26 16:52:26,0.5869416671811669
60日线命悬一线，能否坚挺过关？静心观望转机出,12720,27,2015-12-14 08:33:11,0.9610048433750354
亚投行下周正式挂牌成立,77697,18,2015-12-25 14:13:21,0.7969653839468821
周五小中阳概率比较大,11058,10,2015-12-24 16:28:02,0.48615452365857004
601800:中国交建关于高级管理人员辞职的公告,37428,15,2015-12-23 16:24:53,0.10707390971493513
周三大盘回踩3620点还是买点,9821,15,2015-12-22 20:59:36,0.23045747179859966
周二大盘小阳估计比较大,13289,15,2015-12-21 15:24:38,0.11704122594076338
下周一小中阳概率比较大,13122,11,2015-12-18 19:03:06,0.45588479320316855
周五高位十字星,23893,35,2015-12-17 19:25:24,0.8294457583903986
中交建回调到位，跃跃欲涨，全仓杀入，10个点可,21831,28,2015-12-09 14:16:26,0.3564789911562495
601800:中国交建关于投资类项目进展公告,35836,9,2015-12-17 16:38:13,0.6601400085986991
