标题,帖子数,日期,情感
虽然我持有农行股票，但我并不希望他涨。,12175,25,2017-05-14 16:00:16,0.5034811118775895
[牛]养老金入市长期化，漂亮50永远漂亮！必将涨,3395,3,2017-05-21 20:10:48,0.9991276005989278
所有户头红利都已到帐，平均股息率5.8%,15459,18,2016-07-07 08:08:20,0.04651970158334373
中国一大批机构就是不可理喻,5669,11,2017-04-19 17:09:22,0.5255391739214778
我今天继续买农行,7730,12,2016-03-28 12:50:44,0.48244778683568157
融资买股的可行性,9181,15,2016-04-09 20:45:00,0.8501598100548057
2.5港元买入农行H股未来的收益可达每年26.28%,84313,84,2016-02-17 11:17:45,0.9807206867889287
农业银行首季纯利557.1亿元人民币 升1.87%,19748,16,2017-04-28 18:04:01,0.4610322460694687
谈投资,19821,77,2017-03-11 18:00:43,0.8264679548232798
该买了,6215,9,2017-05-09 11:57:07,0.50869658578484
农业银行(601288)融资融券信息(05-12),6998,6,2017-05-13 07:55:21,0.8409936555524866
一分钱差价，利润也可观,9672,26,2015-10-23 16:57:40,0.030324596193968767
监管汇总理财业务 农业银行“躺枪” 实为例行检,56311,14,2017-05-16 20:33:07,0.26120678239121864
金融股不涨，A股永远看不到10000点,6491,11,2017-05-17 20:29:20,0.7305176057402433
农业银行开市前有2宗大手成交  共涉资1.14亿元,12099,6,2017-05-05 15:20:36,0.5933999567036075
农行上升通道完全打开了，将会在4元5元把散户围,12149,11,2017-05-12 10:56:53,0.03856896359313855
农业银行(601288)大宗交易数据一览(05-05),12826,7,2017-05-05 18:26:50,0.2928976878496772
指数造假，欲盖弥彰，个股普跌，超千股跌破股灾,5201,10,2017-05-14 17:54:19,0.008877554693788037
卡塔尔控股减持农业银行1363万股 每股3.515元,21077,5,2017-05-12 21:05:26,0.07333831277270642
没忍住，上午挂了个3.35卖单，居然成交了。,10904,12,2017-04-10 13:40:58,0.0026063565173654046
中国银行股市值占比实在太低，被严重低估。,59882,86,2015-09-02 19:05:08,0.6851190758502355
消灭五大国有银行长期严重破净现象的建议和措施,8136,13,2017-03-01 17:07:04,0.006721386358363612
长线看空农行没有任何理由,13851,16,2017-03-13 12:34:32,0.2362488280472953
农行股价必将超过光大银行和中国银行,11718,16,2017-04-17 08:05:09,0.48310062690727074
新高[大笑][大笑][大笑],5160,7,2017-05-10 15:25:44,0.8456227696064961
高盛：农行资产质素稳定 目标价上调至4.8港元,16415,11,2017-03-30 11:01:47,0.999878458675235
农行2016年中间业务收入增逾10%,6303,9,2017-03-29 09:05:41,0.7591110661126914
第一；   我们用金钱接过了无数前辈的抢，使农,32415,55,2017-01-30 07:42:10,0.9578652093613089
恶意打压四大行的主力应该被灭绝,9224,21,2017-03-10 17:02:18,0.3211614820256564
我是精神病，完毕,10528,17,2017-03-03 12:17:22,0.3215011962301396
农业银行一季度归属股东净利润增长1.87%至557.1,18332,7,2017-04-28 17:53:51,0.916830848535372
农业银行：一季度净利微增 不良率2.33%,19721,8,2017-04-28 17:01:45,0.788086255597499
目前股息率超过5%的银行股只剩下农行,25521,28,2017-03-07 22:02:51,0.007930137405742554
农业银行(601288)融资融券信息(04-27),5545,5,2017-04-28 07:47:36,0.8409936555524866
农业银行(601288)融资融券信息(04-26),4256,4,2017-04-27 08:34:56,0.8409936555524866
农业银行(601288)融资融券信息(04-25),4649,2,2017-04-26 07:43:57,0.8409936555524866
