标题,帖子数,回帖数,时间,情感
601006:大秦铁路2016年度第一期短期融资券2017,22517,6,2017-04-10 16:24:51,0.7039710467870579
3月12日，大秦线运量达到130.2万吨，创2017年以,26799,56,2017-03-13 23:01:03,0.36289466075801646
601006:大秦铁路2017年3月大秦线生产经营数据简,28765,4,2017-04-07 15:58:02,0.34953849944951054
一季度煤炭运输淡季不淡，全年量价齐升确定,13980,2,2017-04-10 11:10:44,0.09916830507503183
3月运量表现靓丽，Q1业绩快报预增45%,19717,10,2017-04-09 18:03:46,0.9486663371499934
煤价影响运量，预期维持稳定,13941,11,2017-04-09 11:34:59,0.6111756017064209
沪股通已连续3天大幅净流入，已成沪股通第一股,17015,26,2017-03-30 13:51:44,0.05109220348960053
大秦铁路明天或涨停！,11484,10,2017-04-04 23:08:18,0.3184875069312658
天津港都一字涨停板了，你大秦铁路情何以堪啊，,7517,4,2017-04-05 10:47:49,0.9350329377468478
算一算，大秦“京津冀晋”9万亩铁路物流用地…,9214,16,2017-04-04 20:16:18,0.8229513285892471
雄安新区的建设用材料大部分会走铁路运输大秦线,9648,1,2017-04-02 10:31:51,0.4859014985838386
大秦铁路股票质地好，长期持有，踩准波段操作。,6644,15,2017-03-28 16:08:42,0.7089708103703797
U军工大黑马南海风云南北韩战争一触即发军工混,3751,16,2017-03-28 13:21:04,0.8920081364792851
正式启动“脱欧”程序,3531,31,2017-03-29 10:18:53,0.5463520209051264
买了大秦打新股，我已经中了7个签了、今年开年,11862,25,2017-03-22 13:32:36,0.25490930149151125
601006:大秦铁路2016年年度业绩预减公告,100482,61,2017-01-20 15:41:27,0.3750896307601077
早盘推荐 能者把握,7277,21,2017-03-27 09:33:56,0.8923834868754249
量价齐升，战略投资价值进一步凸显,14813,5,2017-03-27 22:42:05,0.9925634738425421
【联讯交运事件点评】大秦铁路：量价齐涨，经营,13580,6,2017-03-27 15:30:24,0.3897733594434857
运价如期恢复，下一个神华？,18724,8,2017-03-27 10:54:09,0.2779465676872518
提价落地，上调盈利预测7.5亿,19447,6,2017-03-27 08:29:40,0.9958441847635428
大秦铁路：调整煤炭运输价格,34228,13,2017-03-24 20:38:56,0.22508856543712363
建议：朔黄铁路分拆上市...,5780,8,2017-03-23 12:08:08,0.5201993506960441
601006:大秦铁路2016年度第二期短期融资券发行,40461,7,2016-11-11 15:40:14,0.5105204968478602
