行情  sz300059
金龙机电(300032)  sz300032
同花顺(300033)  sz300033
钢研高纳(300034)  sz300034
中科电气(300035)  sz300035
超图软件(300036)  sz300036
新宙邦(300037)  sz300037
梅泰诺(300038)  sz300038
上海凯宝(300039)  sz300039
九洲电气(300040)  sz300040
回天新材(300041)  sz300041
朗科科技(300042)  sz300042
星辉娱乐(300043)  sz300043
赛为智能(300044)  sz300044
华力创通(300045)  sz300045
台基股份(300046)  sz300046
天源迪科(300047)  sz300047
合康新能(300048)  sz300048
福瑞股份(300049)  sz300049
世纪鼎利(300050)  sz300050
三五互联(300051)  sz300051
中青宝(300052)  sz300052
欧比特(300053)  sz300053
鼎龙股份(300054)  sz300054
万邦达(300055)  sz300055
三维丝(300056)  sz300056
万顺股份(300057)  sz300057
蓝色光标(300058)  sz300058
东方财富(300059)  sz300059
康旗股份(300061)  sz300061
中能电气(300062)  sz300062
天龙集团(300063)  sz300063
豫金刚石(300064)  sz300064
海兰信(300065)  sz300065
三川智慧(300066)  sz300066
安诺其(300067)  sz300067
南都电源(300068)  sz300068
金利华电(300069)  sz300069
碧水源(300070)  sz300070
华谊嘉信(300071)  sz300071
三聚环保(300072)  sz300072
当升科技(300073)  sz300073
华平股份(300074)  sz300074
数字政通(300075)  sz300075
GQY视讯(300076)  sz300076
国民技术(300077)  sz300077
思创医惠(300078)  sz300078
数码科技(300079)  sz300079
易成新能(300080)  sz300080
恒信东方(300081)  sz300081
奥克股份(300082)  sz300082
劲胜智能(300083)  sz300083
海默科技(300084)  sz300084
银之杰(300085)  sz300085
康芝药业(300086)  sz300086
荃银高科(300087)  sz300087
长信科技(300088)  sz300088
文化长城(300089)  sz300089
盛运环保(300090)  sz300090
金通灵(300091)  sz300091
科新机电(300092)  sz300092
金刚玻璃(300093)  sz300093
国联水产(300094)  sz300094
华伍股份(300095)  sz300095
易联众(300096)  sz300096
智云股份(300097)  sz300097
高新兴(300098)  sz300098
精准信息(300099)  sz300099
双林股份(300100)  sz300100
振芯科技(300101)  sz300101
乾照光电(300102)  sz300102
达刚路机(300103)  sz300103
乐视网(300104)  sz300104
龙源技术(300105)  sz300105
西部牧业(300106)  sz300106
建新股份(300107)  sz300107
吉药控股(300108)  sz300108
新开源(300109)  sz300109
华仁药业(300110)  sz300110
向日葵(300111)  sz300111
万讯自控(300112)  sz300112
顺网科技(300113)  sz300113
中航电测(300114)  sz300114
长盈精密(300115)  sz300115
坚瑞沃能(300116)  sz300116
嘉寓股份(300117)  sz300117
东方日升(300118)  sz300118
瑞普生物(300119)  sz300119
经纬电材(300120)  sz300120
阳谷华泰(300121)  sz300121
智飞生物(300122)  sz300122
亚光科技(300123)  sz300123
汇川技术(300124)  sz300124
易世达(300125)  sz300125
锐奇股份(300126)  sz300126
银河磁体(300127)  sz300127
锦富技术(300128)  sz300128
泰胜风能(300129)  sz300129
新国都(300130)  sz300130
英唐智控(300131)  sz300131
青松股份(300132)  sz300132
华策影视(300133)  sz300133
大富科技(300134)  sz300134
宝利国际(300135)  sz300135
信维通信(300136)  sz300136
先河环保(300137)  sz300137
晨光生物(300138)  sz300138
晓程科技(300139)  sz300139
中环装备(300140)  sz300140
和顺电气(300141)  sz300141
沃森生物(300142)  sz300142
星普医科(300143)  sz300143
宋城演艺(300144)  sz300144
中金环境(300145)  sz300145
汤臣倍健(300146)  sz300146
香雪制药(300147)  sz300147
天舟文化(300148)  sz300148
量子高科(300149)  sz300149
世纪瑞尔(300150)  sz300150
昌红科技(300151)  sz300151
科融环境(300152)  sz300152
科泰电源(300153)  sz300153
瑞凌股份(300154)  sz300154
安居宝(300155)  sz300155
神雾环保(300156)  sz300156
恒泰艾普(300157)  sz300157
振东制药(300158)  sz300158
新研股份(300159)  sz300159
秀强股份(300160)  sz300160
华中数控(300161)  sz300161
雷曼股份(300162)  sz300162
先锋新材(300163)  sz300163
通源石油(300164)  sz300164
天瑞仪器(300165)  sz300165
东方国信(300166)  sz300166
迪威迅(300167)  sz300167
万达信息(300168)  sz300168
天晟新材(300169)  sz300169
汉得信息(300170)  sz300170
东富龙(300171)  sz300171
中电环保(300172)  sz300172
智慧松德(300173)  sz300173
元力股份(300174)  sz300174
朗源股份(300175)  sz300175
鸿特精密(300176)  sz300176
中海达(300177)  sz300177
腾邦国际(300178)  sz300178
四方达(300179)  sz300179
华峰超纤(300180)  sz300180
佐力药业(300181)  sz300181
捷成股份(300182)  sz300182
东软载波(300183)  sz300183
力源信息(300184)  sz300184
通裕重工(300185)  sz300185
大华农(300186)  sz300186
永清环保(300187)  sz300187
美亚柏科(300188)  sz300188
神农基因(300189)  sz300189
维尔利(300190)  sz300190
潜能恒信(300191)  sz300191
科斯伍德(300192)  sz300192
佳士科技(300193)  sz300193
福安药业(300194)  sz300194
长荣股份(300195)  sz300195
长海股份(300196)  sz300196
铁汉生态(300197)  sz300197
纳川股份(300198)  sz300198
翰宇药业(300199)  sz300199
高盟新材(300200)  sz300200
海伦哲(300201)  sz300201
聚龙股份(300202)  sz300202
聚光科技(300203)  sz300203
舒泰神(300204)  sz300204
天喻信息(300205)  sz300205
理邦仪器(300206)  sz300206
欣旺达(300207)  sz300207
恒顺众�N(300208)  sz300208
天泽信息(300209)  sz300209
森远股份(300210)  sz300210
亿通科技(300211)  sz300211
易华录(300212)  sz300212
佳讯飞鸿(300213)  sz300213
日科化学(300214)  sz300214
电科院(300215)  sz300215
千山药机(300216)  sz300216
东方电热(300217)  sz300217
安利股份(300218)  sz300218
鸿利智汇(300219)  sz300219
金运激光(300220)  sz300220
银禧科技(300221)  sz300221
科大智能(300222)  sz300222
北京君正(300223)  sz300223
正海磁材(300224)  sz300224
金力泰(300225)  sz300225
上海钢联(300226)  sz300226
光韵达(300227)  sz300227
富瑞特装(300228)  sz300228
拓尔思(300229)  sz300229
永利股份(300230)  sz300230
银信科技(300231)  sz300231
洲明科技(300232)  sz300232
金城医药(300233)  sz300233
开尔新材(300234)  sz300234
方直科技(300235)  sz300235
上海新阳(300236)  sz300236
美晨生态(300237)  sz300237
冠昊生物(300238)  sz300238
东宝生物(300239)  sz300239
飞力达(300240)  sz300240
瑞丰光电(300241)  sz300241
明家联合(300242)  sz300242
瑞丰高材(300243)  sz300243
迪安诊断(300244)  sz300244
天玑科技(300245)  sz300245
宝莱特(300246)  sz300246
乐金健康(300247)  sz300247
新开普(300248)  sz300248
依米康(300249)  sz300249
初灵信息(300250)  sz300250
光线传媒(300251)  sz300251
金信诺(300252)  sz300252
卫宁健康(300253)  sz300253
仟源医药(300254)  sz300254
常山药业(300255)  sz300255
星星科技(300256)  sz300256
开山股份(300257)  sz300257
精锻科技(300258)  sz300258
新天科技(300259)  sz300259
新莱应材(300260)  sz300260
雅本化学(300261)  sz300261
巴安水务(300262)  sz300262
隆华节能(300263)  sz300263
佳创视讯(300264)  sz300264
通光线缆(300265)  sz300265
兴源环境(300266)  sz300266
尔康制药(300267)  sz300267
佳沃股份(300268)  sz300268
联建光电(300269)  sz300269
中威电子(300270)  sz300270
华宇软件(300271)  sz300271
开能环保(300272)  sz300272
和佳股份(300273)  sz300273
阳光电源(300274)  sz300274
梅安森(300275)  sz300275
三丰智能(300276)  sz300276
海联讯(300277)  sz300277
华昌达(300278)  sz300278
和晶科技(300279)  sz300279
南通锻压(300280)  sz300280
金明精机(300281)  sz300281
汇冠股份(300282)  sz300282
温州宏丰(300283)  sz300283
苏交科(300284)  sz300284
国瓷材料(300285)  sz300285
安科瑞(300286)  sz300286
飞利信(300287)  sz300287
朗玛信息(300288)  sz300288
利德曼(300289)  sz300289
荣科科技(300290)  sz300290
华录百纳(300291)  sz300291
吴通控股(300292)  sz300292
蓝英装备(300293)  sz300293
博雅生物(300294)  sz300294
三六五网(300295)  sz300295
利亚德(300296)  sz300296
蓝盾股份(300297)  sz300297
三诺生物(300298)  sz300298
富春股份(300299)  sz300299
汉鼎宇佑(300300)  sz300300
长方集团(300301)  sz300301
同有科技(300302)  sz300302
聚飞光电(300303)  sz300303
云意电气(300304)  sz300304
裕兴股份(300305)  sz300305
远方信息(300306)  sz300306
慈星股份(300307)  sz300307
中际旭创(300308)  sz300308
吉艾科技(300309)  sz300309
宜通世纪(300310)  sz300310
任子行(300311)  sz300311
邦讯技术(300312)  sz300312
天山生物(300313)  sz300313
戴维医疗(300314)  sz300314
掌趣科技(300315)  sz300315
晶盛机电(300316)  sz300316
珈伟股份(300317)  sz300317
博晖创新(300318)  sz300318
麦捷科技(300319)  sz300319
海达股份(300320)  sz300320
同大股份(300321)  sz300321
硕贝德(300322)  sz300322
华灿光电(300323)  sz300323
旋极信息(300324)  sz300324
德威新材(300325)  sz300325
凯利泰(300326)  sz300326
中颖电子(300327)  sz300327
宜安科技(300328)  sz300328
海伦钢琴(300329)  sz300329
华虹计通(300330)  sz300330
苏大维格(300331)  sz300331
天壕环境(300332)  sz300332
兆日科技(300333)  sz300333
津膜科技(300334)  sz300334
迪森股份(300335)  sz300335
新文化(300336)  sz300336
银邦股份(300337)  sz300337
开元股份(300338)  sz300338
润和软件(300339)  sz300339
科恒股份(300340)  sz300340
麦迪电气(300341)  sz300341
天银机电(300342)  sz300342
联创互联(300343)  sz300343
太空板业(300344)  sz300344
红宇新材(300345)  sz300345
南大光电(300346)  sz300346
泰格医药(300347)  sz300347
长亮科技(300348)  sz300348
金卡智能(300349)  sz300349
华鹏飞(300350)  sz300350
永贵电器(300351)  sz300351
北信源(300352)  sz300352
东土科技(300353)  sz300353
东华测试(300354)  sz300354
蒙草生态(300355)  sz300355
光一科技(300356)  sz300356
我武生物(300357)  sz300357
楚天科技(300358)  sz300358
全通教育(300359)  sz300359
炬华科技(300360)  sz300360
奥赛康(300361)  sz300361
天翔环境(300362)  sz300362
博腾股份(300363)  sz300363
中文在线(300364)  sz300364
恒华科技(300365)  sz300365
创意信息(300366)  sz300366
东方网力(300367)  sz300367
汇金股份(300368)  sz300368
绿盟科技(300369)  sz300369
安控科技(300370)  sz300370
汇中股份(300371)  sz300371
欣泰退(300372)  sz300372
扬杰科技(300373)  sz300373
恒通科技(300374)  sz300374
鹏翎股份(300375)  sz300375
易事特(300376)  sz300376
赢时胜(300377)  sz300377
鼎捷软件(300378)  sz300378
东方通(300379)  sz300379
安硕信息(300380)  sz300380
溢多利(300381)  sz300381
斯莱克(300382)  sz300382
光环新网(300383)  sz300383
三联虹普(300384)  sz300384
雪浪环境(300385)  sz300385
飞天诚信(300386)  sz300386
富邦股份(300387)  sz300387
国祯环保(300388)  sz300388
艾比森(300389)  sz300389
天华超净(300390)  sz300390
康跃科技(300391)  sz300391
腾信股份(300392)  sz300392
中来股份(300393)  sz300393
天孚通信(300394)  sz300394
菲利华(300395)  sz300395
迪瑞医疗(300396)  sz300396
天和防务(300397)  sz300397
飞凯材料(300398)  sz300398
京天利(300399)  sz300399
劲拓股份(300400)  sz300400
花园生物(300401)  sz300401
宝色股份(300402)  sz300402
地尔汉宇(300403)  sz300403
博济医药(300404)  sz300404
科隆股份(300405)  sz300405
九强生物(300406)  sz300406
凯发电气(300407)  sz300407
三环集团(300408)  sz300408
道氏技术(300409)  sz300409
正业科技(300410)  sz300410
金盾股份(300411)  sz300411
迦南科技(300412)  sz300412
快乐购(300413)  sz300413
中光防雷(300414)  sz300414
伊之密(300415)  sz300415
苏试试验(300416)  sz300416
南华仪器(300417)  sz300417
昆仑万维(300418)  sz300418
浩丰科技(300419)  sz300419
五洋停车(300420)  sz300420
力星股份(300421)  sz300421
博世科(300422)  sz300422
鲁亿通(300423)  sz300423
航新科技(300424)  sz300424
环能科技(300425)  sz300425
唐德影视(300426)  sz300426
红相电力(300427)  sz300427
四通新材(300428)  sz300428
强力新材(300429)  sz300429
诚益通(300430)  sz300430
暴风集团(300431)  sz300431
富临精工(300432)  sz300432
蓝思科技(300433)  sz300433
金石东方(300434)  sz300434
中泰股份(300435)  sz300435
广生堂(300436)  sz300436
清水源(300437)  sz300437
鹏辉能源(300438)  sz300438
美康生物(300439)  sz300439
运达科技(300440)  sz300440
鲍斯股份(300441)  sz300441
普丽盛(300442)  sz300442
金雷风电(300443)  sz300443
双杰电气(300444)  sz300444
康斯特(300445)  sz300445
乐凯新材(300446)  sz300446
全信股份(300447)  sz300447
浩云科技(300448)  sz300448
汉邦高科(300449)  sz300449
先导智能(300450)  sz300450
创业软件(300451)  sz300451
山河药辅(300452)  sz300452
三鑫医疗(300453)  sz300453
康拓红外(300455)  sz300455
耐威科技(300456)  sz300456
赢合科技(300457)  sz300457
全志科技(300458)  sz300458
金科文化(300459)  sz300459
惠伦晶体(300460)  sz300460
田中精机(300461)  sz300461
华铭智能(300462)  sz300462
迈克生物(300463)  sz300463
星徽精密(300464)  sz300464
高伟达(300465)  sz300465
赛摩电气(300466)  sz300466
迅游科技(300467)  sz300467
四方精创(300468)  sz300468
信息发展(300469)  sz300469
日机密封(300470)  sz300470
厚普股份(300471)  sz300471
新元科技(300472)  sz300472
德尔股份(300473)  sz300473
景嘉微(300474)  sz300474
聚隆科技(300475)  sz300475
胜宏科技(300476)  sz300476
合纵科技(300477)  sz300477
杭州高新(300478)  sz300478
神思电子(300479)  sz300479
光力科技(300480)  sz300480
濮阳惠成(300481)  sz300481
万孚生物(300482)  sz300482
沃施股份(300483)  sz300483
蓝海华腾(300484)  sz300484
赛升药业(300485)  sz300485
东杰智能(300486)  sz300486
蓝晓科技(300487)  sz300487
恒锋工具(300488)  sz300488
中飞股份(300489)  sz300489
华自科技(300490)  sz300490
通合科技(300491)  sz300491
山鼎设计(300492)  sz300492
润欣科技(300493)  sz300493
盛天网络(300494)  sz300494
美尚生态(300495)  sz300495
中科创达(300496)  sz300496
富祥股份(300497)  sz300497
温氏股份(300498)  sz300498
高澜股份(300499)  sz300499
启迪设计(300500)  sz300500
海顺新材(300501)  sz300501
新易盛(300502)  sz300502
昊志机电(300503)  sz300503
川金诺(300505)  sz300505
名家汇(300506)  sz300506
苏奥传感(300507)  sz300507
维宏股份(300508)  sz300508
新美星(300509)  sz300509
金冠电气(300510)  sz300510
雪榕生物(300511)  sz300511
中亚股份(300512)  sz300512
恒泰实达(300513)  sz300513
友讯达(300514)  sz300514
三德科技(300515)  sz300515
久之洋(300516)  sz300516
海波重科(300517)  sz300517
盛讯达(300518)  sz300518
新光药业(300519)  sz300519
科大国创(300520)  sz300520
爱司凯(300521)  sz300521
世名科技(300522)  sz300522
辰安科技(300523)  sz300523
博思软件(300525)  sz300525
中潜股份(300526)  sz300526
华舟应急(300527)  sz300527
幸福蓝海(300528)  sz300528
健帆生物(300529)  sz300529
达志科技(300530)  sz300530
优博讯(300531)  sz300531
今天国际(300532)  sz300532
冰川网络(300533)  sz300533
陇神戎发(300534)  sz300534
达威股份(300535)  sz300535
农尚环境(300536)  sz300536
广信材料(300537)  sz300537
同益股份(300538)  sz300538
横河模具(300539)  sz300539
深冷股份(300540)  sz300540
先进数通(300541)  sz300541
新晨科技(300542)  sz300542
朗科智能(300543)  sz300543
联得装备(300545)  sz300545
雄帝科技(300546)  sz300546
川环科技(300547)  sz300547
博创科技(300548)  sz300548
优德精密(300549)  sz300549
和仁科技(300550)  sz300550
古鳌科技(300551)  sz300551
万集科技(300552)  sz300552
集智股份(300553)  sz300553
三超新材(300554)  sz300554
路通视信(300555)  sz300555
丝路视觉(300556)  sz300556
理工光科(300557)  sz300557
贝达药业(300558)  sz300558
佳发安泰(300559)  sz300559
中富通(300560)  sz300560
汇金科技(300561)  sz300561
乐心医疗(300562)  sz300562
神宇股份(300563)  sz300563
科信技术(300565)  sz300565
激智科技(300566)  sz300566
精测电子(300567)  sz300567
星源材质(300568)  sz300568
天能重工(300569)  sz300569
太辰光(300570)  sz300570
平治信息(300571)  sz300571
安车检测(300572)  sz300572
兴齐眼药(300573)  sz300573
中旗股份(300575)  sz300575
容大感光(300576)  sz300576
开润股份(300577)  sz300577
会畅通讯(300578)  sz300578
数字认证(300579)  sz300579
贝斯特(300580)  sz300580
晨曦航空(300581)  sz300581
英飞特(300582)  sz300582
赛托生物(300583)  sz300583
海辰药业(300584)  sz300584
奥联电子(300585)  sz300585
美联新材(300586)  sz300586
天铁股份(300587)  sz300587
熙菱信息(300588)  sz300588
江龙船艇(300589)  sz300589
移为通信(300590)  sz300590
万里马(300591)  sz300591
华凯创意(300592)  sz300592
新雷能(300593)  sz300593
欧普康视(300595)  sz300595
利安隆(300596)  sz300596
吉大通信(300597)  sz300597
诚迈科技(300598)  sz300598
雄塑科技(300599)  sz300599
瑞特股份(300600)  sz300600
康泰生物(300601)  sz300601
飞荣达(300602)  sz300602
立昂技术(300603)  sz300603
长川科技(300604)  sz300604
恒锋信息(300605)  sz300605
金太阳(300606)  sz300606
拓斯达(300607)  sz300607
思特奇(300608)  sz300608
汇纳科技(300609)  sz300609
晨化股份(300610)  sz300610
美力科技(300611)  sz300611
宣亚国际(300612)  sz300612
富瀚微(300613)  sz300613
欣天科技(300615)  sz300615
尚品宅配(300616)  sz300616
安靠智电(300617)  sz300617
寒锐钴业(300618)  sz300618
金银河(300619)  sz300619
光库科技(300620)  sz300620
维业股份(300621)  sz300621
博士眼镜(300622)  sz300622
捷捷微电(300623)  sz300623
万兴科技(300624)  sz300624
三雄极光(300625)  sz300625
华瑞股份(300626)  sz300626
华测导航(300627)  sz300627
亿联网络(300628)  sz300628
新劲刚(300629)  sz300629
普利制药(300630)  sz300630
久吾高科(300631)  sz300631
光莆股份(300632)  sz300632
开立医疗(300633)  sz300633
达安股份(300635)  sz300635
同和药业(300636)  sz300636
扬帆新材(300637)  sz300637
广和通(300638)  sz300638
凯普生物(300639)  sz300639
德艺文创(300640)  sz300640
正丹股份(300641)  sz300641
透景生命(300642)  sz300642
万通智控(300643)  sz300643
南京聚隆(300644)  sz300644
正元智慧(300645)  sz300645
侨源气体(300646)  sz300646
超频三(300647)  sz300647
星云股份(300648)  sz300648
杭州园林(300649)  sz300649
太龙照明(300650)  sz300650
金陵体育(300651)  sz300651
雷迪克(300652)  sz300652
正海生物(300653)  sz300653
世纪天鸿(300654)  sz300654
晶瑞股份(300655)  sz300655
民德电子(300656)  sz300656
弘信电子(300657)  sz300657
延江股份(300658)  sz300658
中孚信息(300659)  sz300659
江苏雷利(300660)  sz300660
圣邦股份(300661)  sz300661
科锐国际(300662)  sz300662
科蓝软件(300663)  sz300663
鹏鹞环保(300664)  sz300664
飞鹿股份(300665)  sz300665
江丰电子(300666)  sz300666
必创科技(300667)  sz300667
杰恩设计(300668)  sz300668
沪宁股份(300669)  sz300669
大烨智能(300670)  sz300670
富满电子(300671)  sz300671
国科微(300672)  sz300672
佩蒂股份(300673)  sz300673
建科院(300675)  sz300675
华大基因(300676)  sz300676
英科医疗(300677)  sz300677
中科信息(300678)  sz300678
电连技术(300679)  sz300679
隆盛科技(300680)  sz300680
英搏尔(300681)  sz300681
朗新科技(300682)  sz300682
海特生物(300683)  sz300683
中石科技(300684)  sz300684
艾德生物(300685)  sz300685
智动力(300686)  sz300686
赛意信息(300687)  sz300687
创业黑马(300688)  sz300688
澄天伟业(300689)  sz300689
双一科技(300690)  sz300690
联合光电(300691)  sz300691
中环环保(300692)  sz300692
盛弘股份(300693)  sz300693
兆丰股份(300695)  sz300695
爱乐达(300696)  sz300696
电工合金(300697)  sz300697
万马科技(300698)  sz300698
光威复材(300699)  sz300699
岱勒新材(300700)  sz300700
森霸股份(300701)  sz300701
天宇股份(300702)  sz300702
创源文化(300703)  sz300703
九典制药(300705)  sz300705
阿石创(300706)  sz300706
威唐工业(300707)  sz300707
聚灿光电(300708)  sz300708
精研科技(300709)  sz300709
万隆光电(300710)  sz300710
广哈通信(300711)  sz300711
永福股份(300712)  sz300712
英可瑞(300713)  sz300713
凯伦股份(300715)  sz300715
国立科技(300716)  sz300716
华信新材(300717)  sz300717
长盛轴承(300718)  sz300718
安达维尔(300719)  sz300719
海川智能(300720)  sz300720
怡达股份(300721)  sz300721
新余国科(300722)  sz300722
一品红(300723)  sz300723
药石科技(300725)  sz300725
宏达电子(300726)  sz300726
润禾材料(300727)  sz300727
天常股份(300728)  sz300728
乐歌股份(300729)  sz300729
科创信息(300730)  sz300730
科创新源(300731)  sz300731
设研院(300732)  sz300732
西菱动力(300733)  sz300733
光弘科技(300735)  sz300735
百华悦邦(300736)  sz300736
科顺股份(300737)  sz300737
奥飞数据(300738)  sz300738
明阳电路(300739)  sz300739
御家汇(300740)  sz300740
华宝股份(300741)  sz300741
