1.中国银行:
标题,阅读,评论,字数,影响力,时间
连续地量的刷新后续走势评估！,10976,3,631,4.0,2016-05-25 16:35:52
中国银行与信达就出售南洋商业银行100%股权达成,71209,19,699,0.0,2015-12-25 13:05:01
最安全的地方往往是最危险的,43969,118,209,3.0,2015-10-24 14:30:19
从中国银行相对上证指数比值看救世成效：统计两,7999,11,442,4.0,2016-05-01 22:51:28
5月20日股市早盘内参：三大板块迎来利好,128977,654,3647,0.0,2016-05-20 04:32:32
国家队成为40家公司第一大流通股东(名单),180053,633,21,0.0,2016-04-29 04:50:17
重启不良资产证券化 中行打响第一枪,13818,12,2212,0.0,2016-05-19 20:17:47
601988:中国银行公告,39193,20,688,0.0,2016-05-09 19:02:07
别坐电梯，该抛出了！银行A股价已超H股价40%以,27278,78,158,4.0,2015-09-22 14:33:55
出售南洋商业银行新进展点评：出售南洋商业银行,42496,16,859,0.0,2015-12-21 17:23:57
防空警报拉响，看图说话。,12587,20,576,4.0,2016-04-17 01:55:55
真搞笑了，堆这么多单在上面，做出有人买卖的假,4874,11,172,2.5,2016-04-29 14:05:40
中国银行积极筹备参与不良资产证券化试点,8563,15,725,0.0,2016-05-10 04:33:57
中国银行：正积极筹备参与不良资产证券化试点相,13452,70,25,0.0,2016-05-09 19:42:03
国家队成40家公司第一大流通股东,38072,44,1421,0.0,2016-04-28 22:19:55
A股筹码集中，火山就要爆火.,11920,21,172,4.0,2016-05-01 19:22:05
下周的走势预估！,24089,33,642,4.0,2015-11-27 18:54:15
是上是下上证10日均参考.,8140,22,516,4.0,2016-04-20 00:20:42
国家队一季度持仓平稳 最爱的50股曝光(附表),107995,35,2591,0.0,2016-05-01 12:38:15
券商去年四季度高比例减持23股,30080,18,1989,0.0,2016-04-06 10:40:48
券商去年四季度撤出104股,20618,10,1950,0.0,2016-04-13 10:34:00
券商去年四季度高比例减持31股,18763,10,1991,0.0,2016-04-12 10:41:21
券商年报持仓曝光：减持62股 出逃91股,28811,8,1993,0.0,2016-04-08 10:36:54
摩根大通首发跨境市场准入白皮书 外资如何敲响,7739,15,1907,0.0,2016-04-27 20:16:54
14家上市银行不良均“双升” 银行多渠道“狙击,18470,50,1864,0.0,2016-04-27 00:31:26
美国银行第一季利润下滑到21美分股价14.96美元,7361,16,255,3.5,2016-04-26 20:03:12
中行公布季报，居然媒体都不敢报道。有人害怕什,7173,13,229,3.5,2016-04-26 21:34:07
中国银行一季净息收入现下降 拨备覆盖率跌破150,9040,6,738,0.0,2016-04-26 20:11:22
今天出JB,5951,14,126,3.5,2016-04-26 16:42:50
央行今日将进行1400亿元7天期逆回购操作,13008,63,3398,0.0,2016-04-26 09:28:02
可靠消息：央行压降新增信贷规模消息不准确,20484,228,1122,0.0,2016-04-25 19:18:51
4月22日股市早盘内参：四大板块迎来利好,78202,496,3686,0.0,2016-04-22 01:47:57
中行惨跌，农行告急，建行危险！中国银行业公布,159939,1052,2229,0.0,2016-04-03 15:05:47
上市银行利润见顶 资产风险待化解,10438,10,1175,0.0,2016-04-23 15:17:43
四大行逾30万散户股东出走 沪股通账户退出前十,27825,16,2144,0.0,2016-04-19 02:50:46
券商去年四季度高比例减持41股,7813,5,1954,0.0,2016-04-20 10:32:31
首单不良ABS有望5月落地 中行与招行或抢头筹,24450,60,2201,0.0,2016-04-20 05:43:31
券商去年四季度高比例减持25股,17352,14,1989,0.0,2016-04-07 10:24:27
116股去年四季度遭券商抛弃,28537,21,1977,0.0,2016-04-16 10:54:28
中国银行去年利润微增 拟10派1.75元,45799,21,746,0.0,2016-03-30 20:55:04
从中国银行的走势看。,4214,11,132,2.5,2016-04-20 13:05:02
证监会公告：中国银行601988退市通知,8385,20,173,3.0,2016-04-13 13:48:10
银监会更多罚单4月集中飘来 你家银行上榜了吗？,21922,10,2561,0.0,2016-04-17 22:57:42
进了8万股中国银行 成本3.77 坚信套的住 才拿得,24734,38,460,3.0,2016-02-05 21:34:25
做多中行的，新年快乐！,12093,11,133,3.5,2016-02-08 17:33:31
2016中行施工图.,33470,36,176,4.0,2016-01-06 01:57:59
2015中央巡视组第三轮专项巡视31家单位反馈情况,813363,243,8274,5.0,2016-02-04 18:49:58
证监会和公安机关抓出每天对倒操纵四大行股价的,11594,14,205,3.5,2016-02-05 11:24:24
新华社解读房贷新政：既利于惠民生也利于稳增长,74431,83,1261,0.0,2016-02-02 22:01:40
解密资金出逃股 连续5日净流出60股,36086,8,1873,0.0,2016-02-03 22:21:44
601988:中国银行关于执行董事任职的公告,25069,14,1164,0.0,2016-02-03 20:06:12
人民日报：部分关于中国经济的出格预测源自选择,258856,364,1576,0.0,2016-02-03 07:10:09
解密资金出逃股 连续5日净流出56股,47212,10,1778,0.0,2016-02-02 17:11:54
沪深股市诔,8865,19,1578,3.5,2016-01-29 13:54:53
2016上证施工图。,40701,40,243,4.0,2016-01-06 01:31:59
联合“一带一路”20家海外分支机构 中行广东省,18726,10,1568,0.0,2016-01-29 02:16:56
中国银行(601988)融资融券信息(01-27),7318,10,526,0.0,2016-01-28 07:40:17
银行业资产质量压力山大利润增速进入“个位数”,16116,10,1542,0.0,2016-01-27 12:44:32
“黑色星期二”机构不悲观 估值历史低位己现上,76786,130,1827,0.0,2016-01-27 01:31:20
2块多中行见多了，也没要歹匕要活的，只要不是,11680,14,195,3.5,2016-01-26 17:03:17
外资利用猛砸H股，扰乱国內市场，国家应下猛药,20286,164,205,2.5,2015-09-07 13:47:46
对601988的多维度操盘，请大家持续补充，,17034,13,636,3.5,2016-01-20 12:04:42
这类股票适合抄底,4881,10,459,3.5,2016-01-18 15:57:14
中国银行今天没有大涨3%以上，我自切 小 NAI 头,12730,20,141,3.0,2016-01-21 10:02:34
离岸人民币大涨逾三百点,175407,94,2114,0.0,2016-01-18 09:18:11
央妈放招打空头：境外同业存款开征准备金 锁定2,30006,25,1970,0.0,2016-01-17 20:37:43
解密资金出逃股 连续5日净流出94股,14148,11,2786,0.0,2016-01-21 07:57:43
中国银行(601988)融资融券信息(01-15),11158,4,510,0.0,2016-01-16 07:39:26
解密资金出逃股 连续5日净流出90股,29414,5,2629,0.0,2016-01-19 21:03:27
